     0	  0.002890
    10	  0.002907
    21	  0.002942
    33	  0.002996
    46	  0.003070
    61	  0.003171
    77	  0.003300
    95	  0.003467
   114	  0.003680
   136	  0.003951
   159	  0.004296
   185	  0.004739
   214	  0.005314
   245	  0.006073
   280	  0.007095
   318	  0.008507
   359	  0.010514
   410	  0.013516
   456	  0.018067
   520	  0.025625
   573	  0.038360
   660	  0.063191
   714	  0.110850
   795	  0.214518
   885	  0.446428
   983	  0.900810
  1092	  1.458770
  1211	  1.761630
  1342	  1.813400
  1486	  1.789040
  1645	  1.762150
  1819	  1.745310
  2011	  1.737280
  2223	  1.734070
  2455	  1.733520
  2710	  1.733560
