345600.00	   1071.53	    -76.42	     94.30	      0.94
432000.00	   1082.25	    -57.15	     77.99	      0.95
518400.00	   1110.94	    -85.08	     89.90	      0.94
691200.00	   1112.67	    -91.07	    119.94	      0.93
864000.00	   1144.88	   -123.99	    107.80	      0.95
1123200.00	   1102.02	   -183.11	    123.02	      0.96
1382400.00	   1109.31	   -199.86	    129.24	      0.94
1728000.00	   1243.11	   -229.00	    108.50	      0.94
2160000.00	   1248.65	   -317.56	    174.49	      0.95
2678400.00	   1309.52	   -395.13	    225.80	      0.94
3369600.00	   1229.99	   -327.87	    225.46	      0.93
4233600.00	   1312.65	   -366.67	    421.25	      0.87
5270400.00	   1286.85	   -523.04	    451.79	      0.91
6566400.00	   1126.13	   -413.94	    592.93	      0.90
