     0	  0.002186
    10	  0.002204
    60	  0.002286
   110	  0.002439
   160	  0.002671
   210	  0.002998
   260	  0.003444
   310	  0.004044
   360	  0.004854
   410	  0.005966
   460	  0.007547
   520	  0.009888
   560	  0.013352
   610	  0.018720
   660	  0.027398
   700	  0.041690
   750	  0.066985
   800	  0.114407
   850	  0.208848
   900	  0.406230
   950	  0.825925
  1000	  1.644150
  1100	  2.437870
  1200	  2.686140
  1300	  2.719980
  1400	  2.775050
  1500	  2.875810
  1600	  2.984960
  1700	  3.074830
  1800	  3.135760
  1900	  3.171150
  2000	  3.185510
  2100	  3.189570
  2200	  3.187720
  2300	  3.185920
  2400	  3.186010
  2500	  3.189300
  2600	  3.191030
  2700	  3.194450
  2800	  3.194520
