0.000000	0.005420
10.000000	0.005420
10.000000	0.005454
60.000000	0.005454
60.000000	0.005754
110.000000	0.005754
110.000000	0.006235
160.000000	0.006235
160.000000	0.007055
210.000000	0.007055
210.000000	0.008236
260.000000	0.008236
260.000000	0.009948
310.000000	0.009948
310.000000	0.012473
360.000000	0.012473
360.000000	0.016085
410.000000	0.016085
410.000000	0.021577
460.000000	0.021577
460.000000	0.029702
520.000000	0.029702
520.000000	0.043107
560.000000	0.043107
560.000000	0.063618
610.000000	0.063618
610.000000	0.098357
660.000000	0.098357
660.000000	0.154486
700.000000	0.154486
700.000000	0.246453
750.000000	0.246453
750.000000	0.388856
800.000000	0.388856
800.000000	0.593359
850.000000	0.593359
850.000000	0.851225
900.000000	0.851225
900.000000	1.125230
950.000000	1.125230
950.000000	1.374210
1000.000000	1.374210
1000.000000	1.550170
1100.000000	1.550170
1100.000000	1.589370
1200.000000	1.589370
1200.000000	1.541890
1300.000000	1.541890
1300.000000	1.478140
1400.000000	1.478140
1400.000000	1.407390
1500.000000	1.407390
1500.000000	1.355500
1600.000000	1.355500
1600.000000	1.317250
1700.000000	1.317250
1700.000000	1.292350
1800.000000	1.292350
1800.000000	1.275020
1900.000000	1.275020
1900.000000	1.258530
2000.000000	1.258530
2000.000000	1.241260
2100.000000	1.241260
2100.000000	1.221100
2200.000000	1.221100
2200.000000	1.200190
2300.000000	1.200190
2300.000000	1.179910
2400.000000	1.179910
2400.000000	1.162020
2500.000000	1.162020
2500.000000	1.147410
2600.000000	1.147410
2600.000000	1.136380
2700.000000	1.136380
2700.000000	1.129090
2800.000000	1.129090
2800.000000	1.125420
