0.000000	0.025998
10.000000	0.025998
10.000000	0.024691
60.000000	0.024691
60.000000	0.025079
110.000000	0.025079
110.000000	0.026294
160.000000	0.026294
160.000000	0.032378
210.000000	0.032378
210.000000	0.038640
260.000000	0.038640
260.000000	0.044644
310.000000	0.044644
310.000000	0.057337
360.000000	0.057337
360.000000	0.071608
410.000000	0.071608
410.000000	0.094969
460.000000	0.094969
460.000000	0.138589
520.000000	0.138589
520.000000	0.209416
560.000000	0.209416
560.000000	0.321774
610.000000	0.321774
610.000000	0.484497
660.000000	0.484497
660.000000	0.690767
700.000000	0.690767
700.000000	0.909900
750.000000	0.909900
750.000000	1.110480
800.000000	1.110480
800.000000	1.262820
850.000000	1.262820
850.000000	1.356950
900.000000	1.356950
900.000000	1.408150
950.000000	1.408150
950.000000	1.424330
1000.000000	1.424330
1000.000000	1.418250
1100.000000	1.418250
1100.000000	1.387590
1200.000000	1.387590
1200.000000	1.340500
1300.000000	1.340500
1300.000000	1.287110
1400.000000	1.287110
1400.000000	1.235060
1500.000000	1.235060
1500.000000	1.184510
1600.000000	1.184510
1600.000000	1.139370
1700.000000	1.139370
1700.000000	1.101400
1800.000000	1.101400
1800.000000	1.070400
1900.000000	1.070400
1900.000000	1.047250
2000.000000	1.047250
2000.000000	1.030940
2100.000000	1.030940
2100.000000	1.019650
2200.000000	1.019650
2200.000000	1.012000
2300.000000	1.012000
2300.000000	1.006970
2400.000000	1.006970
2400.000000	1.003780
2500.000000	1.003780
2500.000000	1.001840
2600.000000	1.001840
2600.000000	1.000720
2700.000000	1.000720
2700.000000	1.000140
2800.000000	1.000140
2800.000000	0.999889
