     0	  0.004840
    10	  0.004864
    21	  0.004914
    33	  0.004995
    46	  0.005111
    61	  0.005266
    77	  0.005469
    95	  0.005727
   114	  0.006054
   136	  0.006468
   159	  0.006993
   185	  0.007661
   214	  0.008522
   245	  0.009646
   280	  0.011136
   318	  0.013153
   359	  0.015952
   410	  0.020004
   456	  0.025917
   520	  0.035221
   573	  0.049897
   660	  0.075719
   714	  0.119719
   795	  0.200224
   885	  0.345524
   983	  0.579067
  1092	  0.861324
  1211	  1.078240
  1342	  1.178840
  1486	  1.207120
  1645	  1.209270
  1819	  1.205540
  2011	  1.202300
  2223	  1.200790
  2455	  1.200490
  2710	  1.200580
