     0	  0.001210
    10	  0.001212
    21	  0.001218
    33	  0.001227
    46	  0.001239
    61	  0.001256
    77	  0.001277
    95	  0.001304
   114	  0.001337
   136	  0.001376
   159	  0.001424
   185	  0.001481
   214	  0.001548
   245	  0.001628
   280	  0.001722
   318	  0.001835
   359	  0.001969
   410	  0.004360
   456	  0.004793
   520	  0.014933
   573	  0.017364
   660	  0.130015
   714	  0.184403
   795	  0.314366
   885	  0.603936
   983	  1.127440
  1092	  1.669580
  1211	  1.914720
  1342	  1.952860
  1486	  1.937800
  1645	  1.918550
  1819	  1.905470
  2011	  1.897630
  2223	  1.893900
  2455	  1.892880
  2710	  1.892580
