     0	  0.002083
    10	  0.002093
    60	  0.002171
   110	  0.002310
   160	  0.002527
   210	  0.002838
   260	  0.003263
   310	  0.003856
   360	  0.004665
   410	  0.005807
   460	  0.007454
   520	  0.009921
   560	  0.013606
   610	  0.019345
   660	  0.028770
   700	  0.044388
   750	  0.072844
   800	  0.127214
   850	  0.239978
   900	  0.479167
   950	  0.992640
  1000	  1.917010
  1100	  2.509760
  1200	  2.520550
  1300	  2.458510
  1400	  2.494360
  1500	  2.609060
  1600	  2.760510
  1700	  2.900730
  1800	  3.001480
  1900	  3.066120
  2000	  3.096110
  2100	  3.112390
  2200	  3.122420
  2300	  3.134890
  2400	  3.144270
  2500	  3.154890
  2600	  3.158420
  2700	  3.161230
  2800	  3.160540
