     0	  0.004104
    10	  0.004659
    60	  0.005104
   110	  0.005549
   160	  0.005645
   210	  0.005068
   260	  0.005556
   310	  0.005268
   360	  0.006487
   410	  0.007915
   460	  0.010369
   520	  0.014948
   560	  0.020842
   610	  0.027953
   660	  0.040675
   700	  0.055686
   750	  0.094324
   800	  0.154654
   850	  0.294293
   900	  0.523153
   950	  0.932394
  1000	  1.506240
  1100	  2.069130
  1200	  2.278950
  1300	  2.175990
  1400	  1.950950
  1500	  1.738160
  1600	  1.554840
  1700	  1.408740
  1800	  1.299440
  1900	  1.209580
  2000	  1.144490
  2100	  1.095310
  2200	  1.060650
  2300	  1.037560
  2400	  1.022460
  2500	  1.012860
  2600	  1.007000
  2700	  1.003700
  2800	  1.002230
