     0	  0.002893
    10	  0.002904
    21	  0.002930
    33	  0.002970
    46	  0.003029
    61	  0.003119
    77	  0.003246
    95	  0.003408
   114	  0.003633
   136	  0.003891
   159	  0.004234
   185	  0.004660
   214	  0.005218
   245	  0.005969
   280	  0.006994
   318	  0.008412
   359	  0.010446
   410	  0.013466
   456	  0.018057
   520	  0.025614
   573	  0.038411
   660	  0.063318
   714	  0.111188
   795	  0.215686
   885	  0.448081
   983	  0.902343
  1092	  1.451220
  1211	  1.740100
  1342	  1.778790
  1486	  1.743370
  1645	  1.705960
  1819	  1.676720
  2011	  1.659870
  2223	  1.639340
  2455	  1.633840
  2710	  1.624940
